name,nui,municipality,status,type,established_year,source
"Dorisa Zymeraj B.I.","812059849","Prizren","Registered","Individual","2023","https://arbk.atlas-studio.eu/activity/7911/page/8"
"FLY FAST SH.P.K.","810039091","Prishtinë","Registered","LLC","2017","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Shaban Latifi B.I.","810203919","Mitrovicë","Registered","Individual","2015","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Endrit Kqiku B.I.","811939894","Gjilan","Registered","Individual","2022","https://arbk.atlas-studio.eu/activity/7911/page/8"
"ITER TRAVEL SH.P.K.","811939589","Gjilan","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/8"
"All Travelks SH.P.K.","811579088","Prishtinë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Butrint Kyqyku B.I.","811277393","Kaçanik","Registered","Individual","2015","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Bekim H. Kabashi B.I.","811330943","Skenderaj","Registered","Individual","2004","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Rexhep Haziri B.I.","810369646","Lipjan","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Air Prestige SH.P.K.","810131863","Pejë","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Kreshnik Y. Morina B.I.","811148784","Gjakovë","Registered","Individual","2016","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Travel Star SH.P.K.","811938341","Mitrovicë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/8"
"PIKA TRAVEL AGENCY SH.P.K.","811938771","Ferizaj","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Star Agency SH.P.K.","811316638","Gjilan","Registered","LLC","2019","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Kujtim Nikqi B.I.","810398447","Pejë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/8"
"AL RASHED L.L.C.","812290906","Lipjan","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/8"
"ELIZA TOURS L.L.C.","812291045","Prizren","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Euro Reiseburo SH.P.K.","811316125","Pejë","Registered","LLC","2019","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Faton Cakolli B.I.","811304740","Prishtinë","Registered","Individual","2013","https://arbk.atlas-studio.eu/activity/7911/page/8"
"3E Destination Travel SH.P.K.","812290386","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Mustafë Shatri B.I.","810767569","Pejë","Registered","Individual","2014","https://arbk.atlas-studio.eu/activity/7911/page/8"
"EU TRAVEL SH.P.K.","811577206","Prishtinë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/8"
"EKH & Co SH.P.K.","811424457","Podujevë","Registered","LLC","2020","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Burim I. Hoti B.I.","811151547","Malishevë","Registered","Individual","2008","https://arbk.atlas-studio.eu/activity/7911/page/8"
"MJELLMA REZERVO24 SH.P.K.","812300002","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/8"
"infinit abi travel & tours SH.P.K.","811433169","Prishtinë","Registered","LLC","2020","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Katana holidays SH.P.K.","812432425","Gjilan","New Registered","LLC","","https://arbk.atlas-studio.eu/activity/7911/page/8"
"UNISA SH.P.K.","810137473","Prishtinë","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Fikrije Kalludra B.I.","810553918","Mitrovicë","Registered","Individual","2009","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Asllan Beka B.I.","810325953","Fushë Kosovë","Registered","Individual","2005","https://arbk.atlas-studio.eu/activity/7911/page/8"
"Adelina Abdurahmani B.I.","812298611","Prizren","Registered","Individual","2025","https://arbk.atlas-studio.eu/activity/7911/page/8"
"ROZZA & A Travel SH.P.K.","812172302","Fushë Kosovë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Milaim B. Qorri B.I.","811352319","Gllogoc","Registered","Individual","2011","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Muharrem Lajçi B.I.","810399453","Pejë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Ihram Tourism L.L.C.","812429258","Prishtinë","New Registered","LLC","","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Let's Travel SH.P.K.","812055277","Viti","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/9"
"KOSOVO TURISM GROUP SH.P.K.","810798118","Prishtinë","Registered","LLC","2009","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Lulzim Efendiu B.I.","810221911","Gjakovë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Hasan Idrizaj B.I.","810398934","Pejë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Selectum Travel SH.P.K.","812424117","Prishtinë","New Registered","LLC","","https://arbk.atlas-studio.eu/activity/7911/page/9"
"RIXOS TRAVEL L.L.C.","812289107","Prishtinë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Bekim K. Musliu B.I.","811191725","Gjilan","Registered","Individual","2009","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Jetmir Lubovci B.I.","811582205","Suharekë","Registered","Individual","2021","https://arbk.atlas-studio.eu/activity/7911/page/9"
"SEE TRAVEL 2003 SH.P.K.","812295120","Ferizaj","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Ori Travel L.L.C.","811582015","Viti","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Nurije Krasniqi B.I.","811581968","Malishevë","Registered","Individual","2021","https://arbk.atlas-studio.eu/activity/7911/page/9"
"NAR Travel SH.P.K.","811581950","Mitrovicë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Beqë Hadergjonaj B.I.","810214304","Deçan","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Sali Dragidella B.I.","810310160","Klinë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Elvis Riza B.I.","811007477","Prizren","Registered","Individual","2015","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Esat Kastrati B.I.","810399049","Pejë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/9"
"Breathe In Travel Group SH.P.K.","811319781","Prishtinë","Registered","LLC","2019","https://arbk.atlas-studio.eu/activity/7911/page/10"
"N&D Fly Travel SH.P.K.","812293687","Fushë Kosovë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Euro Fly Travel SH.P.K.","812048074","Mitrovicë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/10"
"SkyPrishtina SH.P.K.","811423722","Prishtinë","Registered","LLC","2020","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Islam H. Gërguri B.I.","811427485","Pejë","Registered","Individual","2020","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Onazis Travel SH.P.K.","811426875","Prishtinë","Registered","LLC","2020","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Mollëkuqja Travel SH.P.K.","812414530","Prishtinë","Registered","LLC","2026","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Florije Xh. Gashi B.I.","812158708","Lipjan","Registered","Individual","2024","https://arbk.atlas-studio.eu/activity/7911/page/10"
"INTERNATIONAL TRAVEL SH.P.K.","810121749","Prishtinë","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Abdullah Morina B.I.","810993487","Mamushë","Registered","Individual","2012","https://arbk.atlas-studio.eu/activity/7911/page/10"
"PAST & PRESENT SH.P.K.","812413954","Prishtinë","Registered","LLC","2026","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Nesim Vatovci B.I.","811320126","Mitrovicë","Registered","Individual","2010","https://arbk.atlas-studio.eu/activity/7911/page/10"
"mik adventures L.L.C.","811568479","Prishtinë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Avio Ticket SH.P.K.","812275792","Gllogoc","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/10"
"ALRA BK SH.P.K.","812276063","Prizren","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Fox Travel L.L.C.","811567900","Prishtinë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/10"
"ART -Travel SH.P.K.","810862111","Prishtinë","Registered","LLC","2016","https://arbk.atlas-studio.eu/activity/7911/page/10"
"VisionFly SH.P.K.","812411776","Podujevë","Registered","LLC","2026","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Çlirim Abdullahu B.I.","811927211","Prishtinë","Registered","Individual","2022","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Naser Bislimi B.I.","810659732","Ferizaj","Registered","Individual","2004","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Proleader SH.P.K.","811302835","Prishtinë","Registered","LLC","2019","https://arbk.atlas-studio.eu/activity/7911/page/10"
"ITrip 2024 L.L.C.","812165737","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Gëzim Lulaj B.I.","810129371","Gjakovë","Registered","Individual","2018","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Qëndresa Grosha B.I.","810129438","Prizren","Registered","Individual","2018","https://arbk.atlas-studio.eu/activity/7911/page/10"
"MY UMRAH L.L.C.","812165480","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/10"
"AD WORLD TRAVEL SH.P.K.","811936163","Rahovec","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/10"
"TAWAF TRAVEL L.L.C.","812422509","Prishtinë","New Registered","LLC","","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Doni Tours & Travel SH.P.K.","812165026","Gjakovë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/10"
"Blinor Bega B.I.","812287474","Ferizaj","Registered","Individual","2025","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Grand Travel SH.P.K.","812164375","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Flamuri Fly SH.P.K.","810128191","Lipjan","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Busulla Travel SH.P.K.","812163781","Fushë Kosovë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/11"
"DRILONA TRAVEL SH.P.K.","812164151","Skenderaj","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Bota Travel Group SH.P.K.","811574301","Ferizaj","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/11"
"LNB AGENCY SH.P.K.","811574608","Ferizaj","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/11"
"AirGo Travel SH.P.K.","810849458","Prishtinë","Registered","LLC","2015","https://arbk.atlas-studio.eu/activity/7911/page/11"
"V Travel Agency 2025 L.L.C.","812285791","Podujevë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Cani Travel Group SH.P.K.","811935107","Prishtinë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Planet Travel SH.P.K.","811934943","Gjakovë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/11"
"MORINA WORLD TRAVEL SH.P.K.","810127705","Rahovec","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/11"
"LECI TRAVEL SH.P.K.","812163476","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Tripwise Travel Agency SH.P.K.","812044866","Fushë Kosovë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Come Travel SH.P.K.","812044808","Fushë Kosovë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/11"
"DURGUTI TRAVEL SH.P.K.","812045450","Rahovec","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/11"
"DK TRAVEL 2023 SH.P.K.","812045426","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/11"
"We Travel SH.P.K.","812045244","Prishtinë","Registered","LLC","2023","https://arbk.atlas-studio.eu/activity/7911/page/11"
"FLORIMI TRANS SH.P.K.","811933440","Klinë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/11"
"LIBONIA FLY SH.P.K.","810828684","Prishtinë","Registered","LLC","2013","https://arbk.atlas-studio.eu/activity/7911/page/11"
"ONNI Travel SH.P.K.","812162650","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Leart Mullatahiri B.I.","812043876","Gjakovë","Registered","Individual","2023","https://arbk.atlas-studio.eu/activity/7911/page/11"
"ALISI SH.P.K.","810125791","Malishevë","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Bexhet R. Shala B.I.","810637184","Suharekë","Registered","Individual","2006","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Xhevat Asimi B.I.","810336033","Kamenicë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/11"
"AMTravel SH.P.K.","812275437","Istog","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Enes Osmani B.I.","812156900","Fushë Kosovë","Registered","Individual","2024","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Online Travel SH.P.K.","812157346","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/11"
"UNI SELLER SH.P.K.","810022377","Lipjan","Registered","LLC","2017","https://arbk.atlas-studio.eu/activity/7911/page/11"
"RANA SH.P.K.","811253541","Prishtinë","Registered","LLC","2014","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Servete Hoti B.I.","810232455","Gjakovë","Registered","Individual","2003","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Blendin Bega B.I.","812282440","Ferizaj","Registered","Individual","2025","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Fisnik Alaj B.I.","810966187","Deçan","Registered","Individual","2013","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Fresh Travel SH.P.K.","810838881","Prishtinë","Registered","LLC","2014","https://arbk.atlas-studio.eu/activity/7911/page/11"
"Beti Travel SH.P.K.","811046186","Ferizaj","Registered","LLC","2009","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Halim Kollçaku B.I.","810397811","Pejë","Registered","Individual","2000","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Next Fly 05 SH.P.K.","812417899","Ferizaj","Registered","LLC","2026","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Sunset Travel1 SH.P.K.","811931923","Podujevë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Flyzone SH.P.K.","811570680","Prishtinë","Registered","LLC","2021","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Istanbul Travel & Trade Center SH.P.K.","811106899","Vushtrri","Registered","LLC","2013","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Top Balkan Tours SH.P.K.","812280684","Pejë","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Hasi Travel SH.P.K.","812161214","Prizren","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/12"
"KD Express L.L.C.","812416966","Prishtinë","Registered","LLC","2026","https://arbk.atlas-studio.eu/activity/7911/page/12"
"WishCo Travel L.L.C.","812160547","Prishtinë","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Abedin I. Arifi B.I.","811207100","Gjilan","Registered","Individual","2013","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Mirlinda Jashari B.I.","812160315","Prishtinë","Registered","Individual","2024","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Fatlum H. Arifi B.I.","810123026","Lipjan","Registered","Individual","2018","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Leuart Haziri B.I.","811207077","Gjilan","Registered","Individual","2013","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Valon E. Kryeziu B.I.","811336785","Kamenicë","Registered","Individual","2013","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Alza Travel L.L.C.","812415710","Podujevë","Registered","LLC","2026","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Dukagjini Travel SH.P.K.","812415413","Pejë","Registered","LLC","2026","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Elite Tour SH.P.K.","812278564","Ferizaj","Registered","LLC","2025","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Prishtina Fly SH.P.K.","811243188","Klinë","Registered","LLC","2016","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Enis Hetemi B.I.","810359829","Mitrovicë","Registered","Individual","2004","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Please Travel L.L.C.","812159459","Gjilan","Registered","LLC","2024","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Agjencioni Turistik NOARI SH.P.K.","811928368","Malishevë","Registered","LLC","2022","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Diamond Vector Travel SH.P.K.","810122771","Prizren","Registered","LLC","2018","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Kaltrina Travel SH.P.K.","810776346","Podujevë","Registered","LLC","2016","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Rinia Travel O.P.","810272782","Gjilan","Registered","Partnership","2006","https://arbk.atlas-studio.eu/activity/7911/page/12"
"Afrim I. Tahiri B.I.","810645749","Ferizaj","Registered","Individual","2001","https://arbk.atlas-studio.eu/activity/7911/page/12"
